Date,Open,High,Low,Close,Adj Close,Volume
2022-07-25,76.989998,78.580002,76.500000,77.970001,77.970001,1002253
2022-07-26,77.610001,77.690002,75.440002,76.080002,76.080002,1270931
2022-07-27,76.500000,76.980003,76.059998,76.580002,76.580002,825396
2022-07-28,77.220001,78.430000,77.209999,78.430000,78.430000,1131025
2022-07-29,78.889999,79.809998,78.459999,79.480003,79.480003,1183673
2022-08-01,79.930000,80.760002,79.589996,79.889999,79.889999,889242
2022-08-02,79.430000,81.129997,78.930000,81.080002,81.080002,1238271
2022-08-03,78.930000,79.000000,75.459999,76.570000,76.570000,3479341
2022-08-04,77.339996,78.110001,75.959999,76.269997,76.269997,1768831
2022-08-05,75.839996,77.239998,75.559998,76.610001,76.610001,1460610
2022-08-08,77.089996,78.099998,76.910004,78.099998,78.099998,969376
2022-08-09,78.000000,78.360001,76.930000,77.089996,77.089996,1044979
2022-08-10,76.900002,78.150002,76.650002,77.989998,77.989998,932542
2022-08-11,78.400002,78.400002,77.019997,77.709999,77.709999,824938
2022-08-12,78.239998,78.870003,77.930000,78.550003,78.550003,908982
2022-08-15,78.809998,78.919998,77.360001,78.120003,78.120003,648587
2022-08-16,78.360001,79.279999,78.300003,79.250000,79.250000,882430
2022-08-17,79.400002,79.620003,77.290001,77.290001,77.290001,1123389
2022-08-18,77.699997,78.589996,77.540001,77.889999,77.889999,801264
2022-08-19,77.300003,77.529999,75.690002,75.809998,75.809998,1726184
2022-08-22,75.379997,75.629997,73.000000,73.019997,73.019997,1712957
2022-08-23,72.820000,74.750000,72.690002,74.519997,74.519997,1383035
2022-08-24,73.940002,74.660004,73.430000,74.139999,74.139999,966562
2022-08-25,74.910004,75.120003,73.779999,74.470001,74.470001,734876
2022-08-26,74.790001,75.339996,72.989998,73.120003,73.120003,1575240
2022-08-29,72.629997,73.760002,72.059998,73.510002,73.510002,1128919
2022-08-30,73.830002,75.250000,73.379997,73.809998,73.809998,1004060
2022-08-31,74.550003,75.089996,73.279999,73.470001,73.470001,1477983
2022-09-01,72.900002,73.150002,72.080002,72.809998,72.809998,1208840
2022-09-02,73.699997,75.410004,72.959999,75.110001,75.110001,1267300
2022-09-05,72.349998,73.129997,72.040001,72.440002,72.440002,1731330
2022-09-06,72.699997,73.970001,72.540001,72.820000,72.820000,1607465
2022-09-07,72.099998,74.370003,72.099998,74.070000,74.070000,1083337
2022-09-08,74.139999,74.440002,72.239998,72.949997,72.949997,1076804
2022-09-09,73.089996,74.760002,73.059998,73.510002,73.510002,1288559
2022-09-12,74.209999,75.989998,74.209999,75.779999,75.779999,1712412
2022-09-13,75.879997,76.720001,74.660004,74.860001,74.860001,1105326
2022-09-14,74.599998,75.260002,73.879997,74.650002,74.650002,1236289
2022-09-15,74.970001,75.500000,73.860001,74.680000,74.680000,953732
2022-09-16,73.940002,74.510002,72.750000,74.389999,74.389999,2297547
2022-09-19,74.540001,76.089996,73.830002,75.699997,75.699997,857539
2022-09-20,75.839996,76.839996,74.570000,75.070000,75.070000,1112949
2022-09-21,74.300003,75.309998,73.459999,75.250000,75.250000,764182
2022-09-22,73.970001,75.050003,73.629997,74.169998,74.169998,1008044
2022-09-23,74.250000,74.250000,71.120003,71.379997,71.379997,1859501
2022-09-26,70.879997,73.250000,70.589996,72.160004,72.160004,1293187
2022-09-27,73.160004,73.660004,71.540001,71.760002,71.760002,1268460
2022-09-28,70.849998,71.959999,70.250000,71.580002,71.580002,1543235
2022-09-29,71.800003,71.820000,68.440002,69.129997,69.129997,2356566
2022-09-30,69.830002,70.510002,68.779999,69.989998,69.989998,1693045
2022-10-03,69.589996,71.139999,68.610001,70.730003,70.730003,1062248
2022-10-04,72.000000,73.010002,71.599998,72.849998,72.849998,1105266
2022-10-05,72.589996,72.589996,70.639999,71.470001,71.470001,1540008
2022-10-06,72.120003,72.949997,71.610001,71.970001,71.970001,913379
2022-10-07,71.779999,72.669998,71.470001,71.699997,71.699997,745376
2022-10-10,70.599998,72.980003,70.550003,72.029999,72.029999,1402943
2022-10-11,71.610001,72.379997,70.300003,72.379997,72.379997,1175295
2022-10-12,72.339996,73.339996,71.430000,73.169998,73.169998,1188223
2022-10-13,72.879997,74.510002,72.190002,74.239998,74.239998,1410582
2022-10-14,75.559998,76.050003,74.419998,75.019997,75.019997,1123755
2022-10-17,75.110001,76.989998,74.800003,76.529999,76.529999,957252
2022-10-18,77.000000,78.860001,76.500000,77.620003,77.620003,1347975
2022-10-19,78.260002,78.639999,77.150002,77.660004,77.660004,924802
2022-10-20,77.500000,78.400002,76.830002,77.529999,77.529999,1016645
2022-10-21,77.000000,77.599998,76.330002,77.430000,77.430000,1618320
2022-10-24,77.989998,78.660004,75.739998,77.910004,77.910004,1458093
2022-10-25,78.400002,78.839996,77.269997,78.220001,78.220001,1075479
2022-10-26,78.220001,79.139999,77.529999,79.070000,79.070000,995479
2022-10-27,79.110001,79.879997,78.709999,79.570000,79.570000,899804
2022-10-28,78.540001,79.730003,78.120003,79.559998,79.559998,922600
2022-10-31,79.529999,79.940002,78.839996,79.519997,79.519997,863920
2022-11-01,79.980003,81.120003,79.800003,80.279999,80.279999,902999
2022-11-02,80.510002,80.870003,79.519997,80.239998,80.239998,1157247
2022-11-03,78.309998,78.500000,75.059998,76.500000,76.500000,2132408
2022-11-04,76.889999,80.040001,76.220001,79.800003,79.800003,1569808
2022-11-07,79.529999,81.139999,79.209999,81.029999,81.029999,1351929
2022-11-08,81.000000,81.190002,80.389999,80.489998,80.489998,1326961
2022-11-09,80.790001,80.870003,79.370003,80.250000,80.250000,1161232
2022-11-10,80.000000,83.300003,79.900002,82.849998,82.849998,1726552
2022-11-11,83.730003,84.330002,83.260002,84.239998,84.239998,1457198
2022-11-14,84.760002,85.839996,84.129997,85.029999,85.029999,934839
2022-11-15,85.269997,85.440002,84.300003,85.180000,85.180000,1169537
2022-11-16,84.940002,85.000000,81.360001,82.529999,82.529999,1654373
2022-11-17,83.000000,83.519997,81.529999,82.269997,82.269997,938764
2022-11-18,82.769997,84.190002,82.690002,84.150002,84.150002,1502840
2022-11-21,83.910004,84.300003,83.529999,83.599998,83.599998,686990
2022-11-22,83.440002,84.410004,82.940002,84.099998,84.099998,770553
2022-11-23,84.339996,84.400002,82.800003,83.769997,83.769997,780003
2022-11-24,84.300003,84.820000,83.779999,84.010002,84.010002,849772
2022-11-25,84.519997,84.519997,83.510002,83.959999,83.959999,933054
2022-11-28,83.269997,83.699997,83.040001,83.440002,83.440002,1222091
2022-11-29,83.830002,84.989998,83.370003,84.750000,84.750000,1274432
2022-11-30,85.000000,86.370003,84.800003,86.309998,86.309998,2224421
2022-12-01,86.620003,86.709999,84.419998,85.139999,85.139999,1084490
2022-12-02,84.889999,85.949997,84.629997,85.260002,85.260002,921996
2022-12-05,85.309998,86.059998,85.040001,85.860001,85.860001,870971
2022-12-06,85.650002,86.050003,84.910004,85.190002,85.190002,766946
2022-12-07,84.900002,85.790001,84.360001,84.559998,84.559998,1024766
2022-12-08,82.949997,83.690002,82.400002,82.959999,82.959999,2234059
2022-12-09,83.320000,84.779999,82.800003,84.540001,84.540001,1020500
2022-12-12,84.309998,84.599998,83.800003,84.430000,84.430000,836876
2022-12-13,84.760002,86.250000,83.730003,84.010002,84.010002,1321576
2022-12-14,83.800003,84.440002,83.510002,83.849998,83.849998,1131896
2022-12-15,83.309998,83.900002,82.410004,82.800003,82.800003,1648528
2022-12-16,82.790001,83.500000,82.160004,82.620003,82.620003,2832220
2022-12-19,82.970001,83.959999,82.919998,83.620003,83.620003,908154
2022-12-20,83.139999,83.599998,82.699997,83.349998,83.349998,915769
2022-12-21,83.510002,84.330002,82.940002,84.150002,84.150002,764068
2022-12-22,84.370003,84.559998,82.940002,83.300003,83.300003,1129869
2022-12-23,83.360001,84.029999,83.080002,83.500000,83.500000,432251
2022-12-27,84.050003,84.349998,83.500000,83.650002,83.650002,358295
2022-12-28,84.000000,84.000000,82.989998,83.260002,83.260002,642514
2022-12-29,82.959999,84.070000,82.940002,83.830002,83.830002,466540
2022-12-30,83.550003,83.790001,83.239998,83.379997,83.379997,532248
2023-01-02,83.599998,85.919998,83.599998,85.800003,85.800003,789996
2023-01-03,85.989998,87.180000,85.709999,85.830002,85.830002,862444
2023-01-04,86.050003,87.980003,86.010002,87.879997,87.879997,1054287
2023-01-05,88.000000,89.279999,87.559998,88.949997,88.949997,960298
2023-01-06,88.849998,89.709999,87.080002,89.529999,89.529999,944058
2023-01-09,89.839996,90.410004,89.480003,89.980003,89.980003,959129
2023-01-10,90.139999,90.949997,89.839996,90.519997,90.519997,1263650
2023-01-11,90.699997,91.779999,90.330002,91.779999,91.779999,1303118
2023-01-12,91.949997,93.360001,91.639999,93.220001,93.220001,1550323
2023-01-13,92.489998,92.489998,90.730003,91.739998,91.739998,1701596
2023-01-16,91.989998,92.220001,91.309998,91.839996,91.839996,481523
2023-01-17,91.989998,92.559998,90.519997,91.980003,91.980003,1224348
2023-01-18,91.639999,92.150002,91.129997,91.430000,91.430000,826430
2023-01-19,90.680000,90.970001,89.580002,90.019997,90.019997,1434384
2023-01-20,90.000000,90.660004,89.320000,89.970001,89.970001,1219938
2023-01-23,90.309998,91.680000,90.019997,91.529999,91.529999,779097
2023-01-24,91.760002,91.980003,90.889999,91.790001,91.790001,781646
2023-01-25,91.510002,91.949997,91.099998,91.790001,91.790001,816744
2023-01-26,92.260002,92.559998,91.889999,92.349998,92.349998,956741
2023-01-27,92.349998,92.349998,92.349998,92.349998,92.349998,0
2023-01-30,91.470001,92.500000,91.320000,91.480003,91.480003,1404194
2023-01-31,91.529999,93.239998,91.129997,93.230003,93.230003,1503395
2023-02-01,93.919998,95.269997,93.059998,95.269997,95.269997,1585474
2023-02-02,95.080002,98.489998,94.580002,97.790001,97.790001,1947245
2023-02-03,97.089996,97.959999,96.500000,97.580002,97.580002,1797070
2023-02-06,97.110001,98.019997,96.220001,97.059998,97.059998,962405
2023-02-07,97.260002,97.970001,96.779999,97.400002,97.400002,937028
2023-02-08,97.500000,98.470001,96.550003,97.570000,97.570000,907809
2023-02-09,98.089996,99.459999,97.989998,99.459999,99.459999,1272174
